Name	HUCZ	CBTG	FGWY	KPAQ	OEPG	QAJI
JWMN	44	10	18	4	13	11
KACB	48	29	9	12	0	2
MKHP	12	83	2	0	0	3
GNXR	86	5	0	8	0	1
JFRL	28	33	10	20	4	5
ISCI	48	48	2	0	0	2
DTTN	9	32	51	1	4	3
RTES	97	1	1	0	0	1
RBDV	30	28	19	2	7	14
FYBZ	0	69	5	24	0	2
EWCI	56	5	32	4	2	1
IPTP	64	16	5	14	0	1
BILI	5	0	93	1	0	1
PSTL	55	1	13	15	3	13
OIMA	96	2	0	0	0	2
QPHP	69	0	18	1	7	5
TVUC	32	59	7	0	1	1
FWAS	30	10	15	32	8	5
QBJT	87	12	0	0	0	1
ZZZT	87	6	3	2	1	1
KLAP	14	61	19	1	1	4
MYHD	34	64	0	1	0	1
GZZW	60	38	1	0	0	1
YLZO	26	56	8	8	0	2
QAXQ	99	0	0	0	0	1
VVQA	39	55	2	0	2	2
SNVB	83	4	5	6	1	1
GXRN	66	16	12	4	1	1
DPZJ	19	45	18	17	0	1
PXBC	16	5	15	49	4	11
LPER	19	12	56	5	1	7
UHEE	33	45	20	0	1	1
OJIH	52	41	1	5	0	1
TESP	32	60	1	1	0	6
UMKV	52	37	4	5	1	1
XLOK	13	78	4	3	0	2
ZEBI	50	17	6	2	5	20
LFZH	98	0	1	0	0	1
FSVO	86	10	0	0	1	3
JJBV	13	59	13	2	0	13
BMZA	63	16	11	9	0	1
SQMM	83	16	0	0	0	1
PLIH	12	22	64	1	0	1
EPBH	80	15	0	2	2	1
UECK	99	0	0	0	0	1
XXNC	69	28	2	0	0	1
TUJS	6	75	13	2	1	3
MLVR	45	19	9	9	0	18
VFLL	4	64	20	0	11	1
FCXD	50	46	0	1	2	1
JBDH	68	19	6	5	0	2
UFLE	80	6	12	1	0	1
IITR	8	91	0	0	0	1
MJYX	65	6	19	9	0	1
XONV	93	2	3	1	0	1
MBHO	27	41	7	17	7	1
XRZD	40	12	17	0	12	19
BWOG	47	46	0	6	0	1
EMKL	2	20	11	26	16	25
YXBJ	67	30	0	2	0	1
IUDH	45	49	5	0	0	1
HFPK	52	15	6	1	5	21
NMQT	97	0	2	0	0	1
ISFQ	97	2	0	0	0	1
FWBM	54	20	5	18	0	3
UNJT	18	50	22	7	0	3
POVD	48	1	39	7	4	1
URGW	79	17	0	3	0	1
EAXF	54	4	34	0	7	1
TONP	91	1	3	0	0	5
ICKA	71	27	1	0	0	1
XYTO	55	10	15	10	7	3
JKAS	31	33	5	0	0	31
JFTA	42	45	8	4	0	1
UEIZ	63	4	29	3	0	1
DFAH	13	33	26	2	15	11
DPTX	85	10	4	0	0	1
MWNZ	89	7	1	1	0	2
KKUX	82	7	4	0	5	2
ACBJ	55	15	5	13	3	9
CWIQ	4	41	49	2	0	4
OEHI	92	3	0	0	3	2
VGTJ	48	43	7	1	0	1
DCIE	78	8	5	2	5	2
BUIJ	99	0	0	0	0	1
OREP	32	32	23	4	2	7
NTKM	78	2	6	10	1	3
SKKY	93	4	2	0	0	1
ILGJ	99	0	0	0	0	1
ZOUW	49	21	2	24	1	3
KOAF	5	21	5	45	11	13
LQTM	88	4	1	2	4	1
BETU	45	26	25	1	0	3
NWXZ	84	1	2	4	3	6
HDKA	29	23	7	23	12	6
MMRL	64	6	15	0	10	5
TPCN	32	48	19	0	0	1
PMUR	30	39	28	2	0	1
NBWK	62	33	3	0	1	1
OCFS	46	44	3	3	2	2
ITVS	2	73	13	6	0	6
XVEC	51	34	14	0	0	1
VIZF	73	25	1	0	0	1
PWAY	31	59	8	1	0	1
JVAD	88	0	9	2	0	1
RMON	71	13	13	1	0	2
SCAW	84	9	2	4	0	1
DZNI	23	69	4	2	0	2
YSLY	46	46	2	1	4	1
WBEO	9	72	14	0	2	3
EMZL	81	17	0	1	0	1
BJGR	97	0	0	2	0	1
RUPE	52	31	10	2	4	1
NOXS	56	3	15	9	2	15
FNXM	56	36	7	0	0	1
SFCB	28	14	57	0	0	1
XAZI	79	8	0	10	0	3
AJUD	28	43	27	0	0	2
XEFU	18	19	52	9	0	2
UMHR	71	14	10	2	1	2
EXTN	42	41	12	4	0	1
BPYM	10	22	57	1	8	2
DDVS	47	47	1	1	1	3
UIQH	41	49	2	6	0	2
QJTN	4	20	24	40	3	9
HHJA	84	9	4	1	0	2
OLLV	31	9	20	38	1	1
HTEC	26	22	7	9	25	11
DQCP	39	42	10	8	0	1
ATMB	67	27	3	2	0	1
RUBQ	15	8	44	1	0	32
EEAB	88	7	4	0	0	1
GYBT	26	29	5	13	5	22
EFCI	58	25	16	0	0	1
QNMZ	2	33	43	8	10	4
AYWW	15	15	62	2	4	2
IYNR	49	42	8	0	0	1
YVPK	10	38	10	9	32	1
MGYS	8	79	8	0	1	4
IICX	44	18	33	3	1	1
XZAQ	7	57	18	13	2	3
DPWL	64	32	0	1	2	1
UPVR	2	36	28	20	1	13
TAKG	53	21	22	1	0	3
ZVEH	17	30	15	19	10	9
NWRE	70	0	10	1	0	19
SGYQ	18	39	22	16	3	2
EXBK	56	15	18	2	5	4
UMLM	36	33	26	4	0	1
LPIJ	91	4	2	0	0	3
IIQS	77	9	9	0	3	2
MDHI	51	23	10	8	4	4
PFXL	79	5	12	0	0	4
JUZP	94	2	1	1	1	1
ZCSB	80	4	14	0	1	1
LDBV	96	1	2	0	0	1
EWOK	94	4	0	0	0	2
QXEX	1	16	50	13	8	12
XOLQ	52	20	11	5	11	1
DNVP	74	2	10	1	6	7
IPEA	85	7	7	0	0	1
QNCX	24	41	32	2	0	1
NNJD	97	1	1	0	0	1
MBDC	47	47	4	0	1	1
HWRY	71	7	21	0	0	1
WGHH	65	27	6	1	0	1
CFQO	31	55	9	2	0	3
IOBF	18	79	2	0	0	1
QPVC	15	17	55	10	2	1
NEKJ	29	41	8	13	0	9
ESNW	22	21	3	34	3	17
TRBI	56	43	0	0	0	1
UABL	72	13	14	0	0	1
UZHM	92	4	3	0	0	1
PTJO	1	50	0	3	8	38
TFQK	69	3	8	10	5	5
ATAB	88	0	0	3	6	3
XHTM	41	1	3	4	22	29
XGAO	41	38	6	3	11	1
QKGE	17	34	0	43	4	2
YNWI	52	36	10	0	1	1
LHUP	35	39	17	3	1	5
OLJJ	77	14	0	3	5	1
KTCI	46	27	7	2	10	8
PPSG	71	9	17	2	0	1
FABR	46	43	1	4	2	4
KPTF	30	9	54	3	1	3
SDVG	32	15	2	5	36	10
NITA	49	47	2	1	0	1
VTHH	15	1	6	66	6	6
VJHP	35	18	0	7	27	13
EYSV	60	14	0	16	1	9
SKCV	55	21	18	0	4	2
AKZU	19	38	29	3	8	3
NYZM	1	34	16	24	21	4
QADY	27	38	31	1	1	2
MAVU	81	5	8	5	0	1
SJTG	13	32	34	10	7	4
EGJS	56	2	25	2	0	15
NCDL	89	9	0	0	0	2
YSCR	86	0	8	3	0	3
DKWT	30	54	13	2	0	1
CTLT	19	55	6	1	16	3
PGMY	21	73	0	4	1	1
PMJI	11	2	80	3	2	2
EUUJ	63	5	21	10	0	1
UENK	41	47	1	0	3	8
QEFY	61	23	15	0	0	1
TTQK	83	12	4	0	0	1
CGPI	24	21	25	10	10	10
HECO	20	7	53	5	4	11
NFEE	38	24	34	3	0	1
VJIV	44	18	19	0	14	5
RIYY	49	13	2	25	0	11
EENN	67	18	6	4	4	1
DXWF	41	19	3	22	14	1
FMST	6	15	25	2	49	3
JPSX	12	59	9	14	4	2
RISU	40	58	0	0	0	2
YMXP	84	14	0	1	0	1
JKDJ	21	49	17	0	11	2
DFUE	88	8	2	0	0	2
HLBT	27	49	0	9	8	7
BTTV	62	10	11	16	0	1
PHCC	18	30	4	15	5	28
JTPF	2	43	31	0	9	15
FPDL	33	55	0	6	1	5
DHPN	75	22	1	1	0	1
FFGR	65	33	1	0	0	1
ZVTH	27	44	25	0	1	3
EEYH	3	63	3	29	0	2
OWZR	87	0	4	3	4	2
ENYE	92	5	0	0	2	1
NWAZ	63	19	9	1	6	2
DYEP	56	31	12	0	0	1
QHYR	96	3	0	0	0	1
KAGH	8	89	2	0	0	1
ZOFL	12	61	6	3	7	11
QOYG	22	73	4	0	0	1
TVXD	19	75	4	0	0	2
OWWE	65	34	0	0	0	1
QEEG	43	44	6	1	0	6
TEUH	48	28	5	3	11	5
EWJH	63	36	0	0	0	1
PLXY	60	9	16	2	4	9
PMKD	64	1	27	0	7	1
KGJI	98	0	0	0	0	2
BIOF	72	21	3	3	0	1
FUOO	77	6	3	8	4	2
IBFI	49	29	21	0	0	1
ZHMM	71	4	2	10	11	2
VKTQ	67	24	3	3	0	3
LWMC	13	31	41	13	0	2
YTWZ	21	46	10	10	8	5
FTCK	43	18	16	8	3	12
YRKL	94	5	0	0	0	1
YXDD	73	21	4	0	1	1
AVEE	32	13	6	7	33	9
EBKE	65	26	1	6	0	2
AMVX	64	24	3	3	3	3
MCAH	64	9	16	4	3	4
BTJE	33	53	1	2	5	6
WUFJ	98	1	0	0	0	1
XCFN	88	11	0	0	0	1
TWKD	53	11	8	2	0	26
WVEA	79	10	1	4	3	3
JCCC	73	24	1	1	0	1
IOWK	57	30	9	1	0	3
CTGZ	14	78	7	0	0	1
NWHS	33	31	12	6	9	9
YRDM	54	36	9	0	0	1
DMGL	28	30	8	2	21	11
JJZF	17	3	78	0	1	1
AQFK	6	29	12	41	8	4
DPEL	6	21	28	34	2	9
RBPW	49	13	30	7	0	1
OTNC	51	23	24	1	0	1
ITKY	26	37	27	0	4	6
MXHT	80	8	9	0	2	1
HEDY	59	2	16	14	0	9
EBCS	52	8	38	0	0	2
VTVC	14	36	39	3	0	8
OUYC	28	14	28	19	8	3
DJEI	49	31	9	5	0	6
JUKD	78	16	2	3	0	1
EFAS	16	23	60	0	0	1
BCTX	21	69	4	4	1	1
WNGF	58	25	6	4	3	4
SLAF	70	8	13	2	3	4
SLFW	33	42	19	2	1	3
HMON	68	31	0	0	0	1
IZQK	30	52	13	1	1	3
VVKL	27	65	3	3	0	2
NZEP	42	9	7	5	34	3
ZFTA	22	13	52	3	3	7
VIDL	15	4	18	59	2	2
BVFR	5	91	2	0	1	1
ITOL	24	12	51	9	0	4
QUPF	64	0	20	10	2	4
FCVC	36	31	18	1	4	10
TIDU	39	45	9	3	2	2
UJBZ	65	14	20	0	0	1
ZVEF	10	37	29	10	5	9
TFJB	89	1	8	0	0	2
YVKW	59	6	16	14	1	4
IGLK	15	66	6	7	1	5
DOFS	24	74	0	1	0	1
ESMY	12	53	34	0	0	1
SCGA	72	8	2	4	2	12
ZIBP	71	9	17	2	0	1
EGPL	53	33	12	0	0	2
VJCV	41	8	1	31	8	11
ADVX	58	0	33	3	3	3
FOAD	7	39	6	38	7	3
EHPN	12	36	13	12	22	5
BDXX	56	3	34	5	1	1
RHQP	64	5	4	18	6	3
BRIS	70	18	4	6	0	2
WMAK	65	9	4	15	1	6
QIAY	29	16	47	3	2	3
DPQK	38	28	22	2	6	4
OJLH	52	33	10	4	0	1
OGQK	42	53	4	0	0	1
TDJC	83	4	1	3	2	7
SMCO	73	12	9	3	1	2
UJUH	19	25	48	2	1	5
XSES	46	48	0	5	0	1
HLOE	22	20	23	1	17	17
GZNE	78	17	2	0	0	3
PLYB	21	40	1	6	16	16
DZZF	46	43	4	2	0	5
UPDN	88	1	8	1	0	2
STYJ	16	24	44	8	3	5
CFGA	14	3	61	6	1	15
NBNS	73	12	9	4	1	1
ABOU	24	46	5	8	7	10
PTUS	47	50	0	0	0	3
XULC	77	13	1	2	3	4
UAAM	71	11	12	4	0	2
YIZQ	83	13	2	0	1	1
GVOP	39	24	12	18	6	1
DYHY	67	31	0	0	0	2
LCBK	99	0	0	0	0	1
DHYQ	48	32	1	16	1	2
ZFPP	14	85	0	0	0	1
EAQA	56	20	11	2	0	11
MWVV	8	4	34	10	18	26
ANMR	86	11	1	0	0	2
SVYB	99	0	0	0	0	1
JDSM	13	28	33	16	9	1
QEDO	21	75	2	0	0	2
HMDV	54	22	7	12	1	4
CKWJ	81	14	3	0	0	2
SOKD	10	22	56	9	2	1
AEQA	49	31	8	8	3	1
FOPG	18	31	0	24	5	22
DHJJ	84	2	12	1	0	1
QEKX	98	1	0	0	0	1
SCXG	95	0	4	0	0	1
MMJA	13	54	1	21	6	5
OQIL	11	55	26	6	1	1
LHOW	64	31	3	0	0	2
HXIG	44	19	25	4	3	5
MQAT	86	4	1	0	5	4
HGZH	45	8	26	10	2	9
YPVM	22	65	3	7	2	1
GIEZ	74	18	1	2	0	5
NRLG	69	19	2	5	0	5
KALE	68	30	0	1	0	1
PZKE	51	6	22	19	1	1
MHNH	7	13	78	0	1	1
URXF	25	53	17	4	0	1
IBQF	84	15	0	0	0	1
UIEH	71	21	7	0	0	1
NDYI	17	53	4	9	1	16
XKTR	37	43	8	2	8	2
CGLN	37	28	28	1	4	2
QMZE	29	35	17	5	9	5
UAXZ	8	44	44	3	0	1
PCZM	88	6	5	0	0	1
TZTM	49	49	1	0	0	1
CSCG	18	6	75	0	0	1
YCEZ	60	15	5	4	1	15
TEPL	28	34	37	0	0	1
XHNY	5	54	24	13	1	3
DJXX	48	13	11	25	2	1
IUJK	28	19	46	1	2	4
HQLQ	23	34	33	0	3	7
RABP	37	50	1	0	10	2
EWRI	15	30	41	9	4	1
YNAG	5	80	3	3	1	8
VNDM	11	36	48	3	1	1
RTKP	27	14	24	24	3	8
RZMC	86	8	3	2	0	1
ILZF	34	5	39	6	9	7
TSSG	42	31	12	1	12	2
NIGU	81	6	6	4	0	3
RTQO	96	1	2	0	0	1
YMKI	94	5	0	0	0	1
QKOY	62	29	6	2	0	1
HOQP	69	23	6	1	0	1
XFTL	38	53	3	3	1	2
MFKG	16	12	26	40	1	5
TSDW	86	13	0	0	0	1
NIUQ	54	44	0	1	0	1
GEAS	57	3	6	6	21	7
DAJM	24	61	8	0	1	6
KBIT	69	24	5	1	0	1
VWRK	79	9	8	0	2	2
EBDA	70	20	2	5	1	2
QACZ	4	49	32	0	10	5
DMMF	86	10	3	0	0	1
CSGY	82	2	1	6	8	1
DJIQ	54	2	10	6	23	5
DWVD	72	21	5	1	0	1
GYFK	15	30	20	3	30	2
ISFY	87	8	2	1	1	1
IMYL	98	1	0	0	0	1
NYZM	17	24	29	25	2	3
UTFZ	27	31	3	35	1	3
QEZE	61	6	3	12	0	18
RUZN	51	19	25	4	0	1
ZWNX	44	0	8	36	9	3
LJFN	33	5	10	13	22	17
NIJU	38	46	4	10	0	2
NGFV	11	36	14	4	1	34
ZSTZ	3	82	5	6	0	4
VDMX	35	16	41	2	3	3
UEMU	64	21	14	0	0	1
PQGU	23	17	1	12	25	22
VOHM	43	41	11	2	2	1
PQXZ	97	2	0	0	0	1
PEBD	2	39	21	28	0	10
UAXG	85	2	9	0	3	1
HITT	6	19	69	2	0	4
PQQM	93	5	0	0	0	2
MSNW	13	58	20	8	0	1
TJTT	25	72	2	0	0	1
EVDW	20	53	10	12	0	5
KICE	92	3	0	1	1	3
GKEC	4	14	66	2	13	1
GVJR	48	17	20	2	7	6
XPMW	49	19	17	4	6	5
HPLJ	65	0	22	9	0	4
ZCUZ	5	4	61	3	25	2
TTVT	57	33	7	0	1	2
VJXU	53	35	6	2	2	2
OWEJ	1	71	3	14	0	11
VYOL	19	29	23	23	3	3
UOAR	57	19	9	12	1	2
HFOB	41	33	12	1	3	10
TKSC	62	37	0	0	0	1
CJEN	35	47	3	11	3	1
NXIS	95	0	1	3	0	1
NTNZ	94	0	0	4	0	2
VRXB	94	3	0	0	1	2
FUVV	84	10	3	2	0	1
YALN	76	19	2	0	0	3
TCLC	41	39	6	5	0	9
AMYS	54	30	11	0	0	5
OSYX	37	61	1	0	0	1
YHXD	44	41	5	4	1	5
ACJE	48	24	15	7	2	4
GFMU	78	14	5	0	1	2
HWTM	22	18	0	23	2	35
FXBF	36	6	26	23	0	9
SJFL	35	51	6	4	3	1
EENH	38	24	9	2	16	11
MOXD	16	8	31	15	20	10
LAVJ	33	2	40	1	16	8
HVMY	97	1	0	1	0	1
NYNQ	97	0	1	1	0	1
DOFC	3	0	10	3	49	35
DVVM	64	12	17	6	0	1
CNOH	85	5	8	1	0	1
EUBO	86	4	8	0	0	2
MEVM	84	14	0	0	0	2
KBHE	92	0	0	3	2	3
QVSW	23	11	38	26	0	2
NPYM	64	5	27	0	3	1
KPRQ	26	53	7	6	6	2
DZWA	48	23	25	0	2	2
TQYR	90	9	0	0	0	1
BXKD	29	48	6	11	4	2
UZPZ	50	37	4	3	5	1
JMCM	62	16	10	1	6	5
VTST	94	4	0	0	1	1
LASF	76	20	2	0	0	2
BTDF	34	30	34	0	0	2
MOHZ	63	6	1	13	15	2
CABV	82	3	2	11	0	2
GESG	82	10	1	2	1	4
MPKG	79	12	6	2	0	1
ILKN	13	27	56	2	0	2
EGYX	4	43	2	37	2	12
HFSS	76	5	15	2	1	1
MVGL	4	12	39	38	3	4
BSAK	30	17	28	0	3	22
KPOY	20	4	33	20	11	12
APRE	70	17	6	3	2	2
UTFV	44	11	0	0	1	44
DWXM	18	59	1	8	13	1
HNQE	99	0	0	0	0	1
TWZL	93	5	1	0	0	1
YPDJ	94	1	0	1	2	2
PNKY	12	26	36	5	20	1
CPTR	16	83	0	0	0	1
BSYB	97	1	0	0	1	1
VXOL	15	60	23	0	1	1
WVTR	85	10	4	0	0	1
OHLD	42	40	1	16	0	1
RNOY	52	0	23	18	2	5
JRLA	70	3	1	2	10	14
KJWF	19	45	11	21	3	1
JSMW	36	11	7	12	19	15
JXHS	18	8	31	21	16	6
RNPI	7	30	17	30	10	6
SMHZ	63	24	2	1	0	10
VNHH	89	4	3	2	0	2
DRET	78	15	5	1	0	1
GBQD	59	29	6	2	3	1
GKGQ	53	2	2	25	17	1
LKQE	78	8	1	1	11	1
MZRP	16	0	28	52	0	4
KRYP	72	13	9	1	1	4
YNDC	70	5	18	2	1	4
RCGG	0	45	39	1	6	9
DRFG	29	42	28	0	0	1
BWRE	56	21	2	4	10	7
VJGM	87	10	2	0	0	1
VERM	86	8	0	2	2	2
BRFN	12	6	23	39	10	10
ONNT	14	69	13	3	0	1
ERUL	46	34	15	0	2	3
FPAA	11	9	69	0	5	6
KHGE	18	17	18	11	4	32
IBBW	65	34	0	0	0	1
WQFP	78	21	0	0	0	1
NNKK	89	1	2	3	2	3
MZMO	15	19	33	14	1	18
KJYA	11	21	21	0	18	29
HVNG	55	5	5	27	5	3
SXEY	58	10	12	8	10	2
HHMZ	7	32	53	1	5	2
EMKE	10	78	8	3	0	1
BFLJ	43	21	18	13	2	3
XMTR	63	25	4	0	5	3
XITE	39	19	16	25	0	1
IOUH	20	48	21	3	1	7
LYWC	48	15	30	6	0	1
YMWS	80	1	2	13	2	2
VXVC	97	1	0	0	0	2
TQGE	98	0	0	1	0	1
WUVL	35	28	20	7	4	6
LQTS	14	33	49	3	0	1
KJYK	1	31	6	5	18	39
NUMO	23	70	0	1	0	6
VJOK	54	24	21	0	0	1
MAMW	22	8	60	0	5	5
DMUN	36	16	5	2	26	15
ZXKV	70	25	1	0	2	2
XZVL	40	21	31	5	0	3
VQPJ	68	4	10	15	2	1
GIZH	28	35	33	3	0	1
DQIQ	50	6	26	17	0	1
SSCL	71	21	1	1	2	4
BPFG	45	45	0	1	6	3
NQSI	52	19	16	8	0	5
TFDL	78	15	0	4	0	3
SVQG	7	1	6	72	5	9
OWEN	57	16	9	1	5	12
JKER	84	0	11	2	0	3
HPVM	18	64	11	2	1	4
EGOS	25	51	0	0	19	5
VGQT	10	64	9	11	1	5
ABZP	52	29	18	0	0	1
PCRJ	87	3	0	1	7	2
URDM	66	28	1	4	0	1
KNNC	10	44	23	14	2	7
JOTY	72	13	6	3	5	1
DLJJ	70	27	2	0	0	1
DOKD	34	40	9	9	2	6
TMZE	87	3	9	0	0	1
BWYR	2	22	69	0	3	4
WAVP	20	42	18	7	0	13
XFFD	57	7	7	20	8	1
YYOC	41	58	0	0	0	1
BMNE	22	18	9	25	13	13
LDHM	70	15	2	0	6	7
KYHU	44	17	10	28	0	1
XUQV	32	25	34	3	5	1
OTZZ	96	0	2	1	0	1
RMGB	91	3	2	3	0	1
LHBF	89	2	0	2	5	2
XPVX	65	9	16	6	1	3
NKZF	11	58	22	5	2	2
YVWG	33	29	19	6	1	12
VJWT	91	6	1	1	0	1
TUUZ	41	16	0	42	0	1
XFEK	45	17	27	1	4	6
WQGJ	38	18	5	32	1	6
MTMH	85	5	4	5	0	1
SZKP	24	26	48	1	0	1
ZLXN	2	76	5	8	1	8
XJKN	83	10	0	3	0	4
ZQJV	91	4	2	2	0	1
AHJY	41	46	1	1	4	7
JYTS	1	36	12	28	13	10
JFDV	57	30	1	11	0	1
TENL	0	2	60	9	6	23
UZZQ	35	45	3	10	4	3
MHPA	62	13	21	0	3	1
AESR	80	8	9	1	1	1
WYYS	8	69	3	8	6	6
QTVL	63	34	0	1	1	1
JTOE	55	37	1	4	0	3
NCEN	82	17	0	0	0	1
RUFW	85	3	9	0	1	2
YPOT	58	7	26	3	3	3
KSKC	47	26	18	5	1	3
KCXW	68	9	5	7	9	2
MNXI	37	19	17	7	19	1
NTNA	78	8	4	3	4	3
HOHS	15	17	60	3	0	5
NBYG	50	7	13	8	20	2
TCIC	72	5	11	2	9	1
VJHN	54	16	20	9	0	1
OTJS	44	54	0	1	0	1
BGGJ	68	16	7	5	0	4
HFVC	20	78	0	0	0	2
WANO	57	23	5	11	2	2
OBQJ	93	6	0	0	0	1
RLSU	5	90	0	1	2	2
BLOJ	40	21	37	0	1	1
RMRS	9	82	0	8	0	1
OYHY	13	65	1	13	5	3
IBYP	43	11	36	2	2	6
YEQH	40	38	0	6	15	1
GZJU	77	3	7	7	2	4
MCHV	32	53	11	2	0	2
XCBM	91	7	1	0	0	1
YHOQ	93	5	1	0	0	1
HNHU	18	72	7	0	0	3
BDWW	55	35	4	0	1	5
XTBM	22	54	10	6	2	6
WVEL	3	49	6	19	1	22
YDYE	69	18	9	2	1	1
WBTT	21	65	9	4	0	1
PUHP	35	46	11	7	0	1
YPCI	71	2	18	4	4	1
GTBM	72	19	6	1	0	2
NDQI	78	3	8	5	4	2
UJTF	55	35	1	7	1	1
WNJQ	6	69	20	2	0	3
ADBP	83	13	1	0	2	1
WQVY	89	1	4	5	0	1
GBEG	35	59	4	1	0	1
AWBW	50	19	0	13	7	11
PENZ	89	5	0	1	0	5
CYQE	23	11	39	16	3	8
ZTUD	80	19	0	0	0	1
TZCL	90	4	4	1	0	1
QGES	25	7	50	12	5	1
KWQX	27	66	0	0	4	3
QMJO	21	47	8	6	4	14
BRAE	40	26	14	19	0	1
FGMR	40	7	0	18	15	20
OVSF	39	52	6	0	0	3
JBBO	44	54	1	0	0	1
XGLF	48	15	20	14	2	1
FYBG	53	40	1	4	0	2
OWHE	41	14	5	2	34	4
HQUN	84	11	0	0	0	5
ZJJK	63	20	1	8	1	7
GCNF	38	46	8	2	4	2
STVF	9	38	20	9	4	20
ZSCI	12	37	37	2	4	8
CEFT	11	78	0	9	1	1
JCGB	97	1	1	0	0	1
IUGY	1	35	22	2	33	7
DXZC	46	11	16	12	1	14
OYQY	18	18	29	0	6	29
YYTN	39	42	0	7	4	8
CEDW	39	2	2	50	6	1
ZHQA	67	17	7	3	2	4
TJPA	47	0	9	17	3	24
CQNH	6	4	75	4	3	8
ZSOO	89	3	2	2	2	2
OXGF	3	2	19	21	2	53
UBRD	68	31	0	0	0	1
LSFP	19	31	11	19	13	7
YEMI	76	0	6	11	3	4
XXPM	7	73	19	0	0	1
PVAO	67	31	0	1	0	1
NYSW	96	2	0	0	0	2
OLHR	85	0	7	0	0	8
RZQK	58	5	6	19	8	4
QJNN	27	70	0	2	0	1
TAYB	12	70	12	2	2	2
XYZZ	4	63	30	1	1	1
CDJP	69	10	17	2	1	1
OBEI	37	6	21	27	8	1
CPWW	70	4	13	3	6	4
SRIW	61	35	0	0	2	2
IDIP	21	33	41	0	1	4
LOOW	59	11	20	8	1	1
ZFKF	8	39	34	2	0	17
OSLG	21	13	31	2	20	13
RNKL	95	2	2	0	0	1
CVCB	19	65	2	1	12	1
FCBX	95	0	1	1	1	2
ZEJK	40	31	19	0	2	8
JOHV	45	54	0	0	0	1
YNNP	9	7	15	18	49	2
OTOI	3	59	5	26	6	1
JSKO	37	11	26	21	2	3
SJQB	17	34	34	6	7	2
YJBG	22	10	38	4	6	20
TANR	70	19	0	4	5	2
YJDI	9	25	33	16	15	2
IMPD	63	21	12	0	1	3
WCMH	99	0	0	0	0	1
BARZ	99	0	0	0	0	1
RPGU	76	17	1	1	3	2
RPJY	87	6	1	1	1	4
JRKX	38	19	19	10	6	8
FIMU	56	37	3	0	2	2
EBIT	2	74	13	2	1	8
LDEE	77	17	3	0	0	3
RTFY	32	21	13	0	30	4
FXAN	42	43	13	0	0	2
YPQQ	34	8	6	0	16	36
HBOR	24	25	37	11	1	2
KGTA	46	0	46	2	2	4
EYSK	28	53	12	3	2	2
MBKC	82	5	12	0	0	1
INRR	78	12	4	3	2	1
KYDQ	75	24	0	0	0	1
QXTV	5	64	22	2	5	2
YHKK	0	48	0	28	20	4
SMDC	99	0	0	0	0	1
MWHL	31	60	2	2	0	5
FMLZ	96	2	1	0	0	1
JZYQ	60	8	3	2	12	15
YNXZ	87	10	0	0	1	2
MMZO	17	53	11	15	0	4
LSNP	31	37	17	8	1	6
QVGB	34	15	21	9	17	4
FFQQ	90	7	0	0	2	1
FVVI	26	59	2	8	1	4
YIFJ	43	16	23	7	4	7
CKDT	11	75	11	0	1	2
KVVU	38	0	35	9	13	5
LIOM	90	6	3	0	0	1
RWUI	3	46	17	4	26	4
VMSZ	52	4	10	25	7	2
OEYE	77	2	11	1	0	9
VQNM	86	8	5	0	0	1
UCUI	42	15	5	29	7	2
BMVM	23	11	53	4	2	7
AMBS	80	17	1	1	0	1
JIQB	9	36	41	6	5	3
CFSR	6	1	21	35	25	12
HIKJ	65	18	5	10	1	1
GCHX	93	6	0	0	0	1
GZJK	73	21	2	2	0	2
PIKB	46	17	7	3	5	22
CARC	76	6	13	2	1	2
KFHV	91	2	4	2	0	1
IWPP	89	10	0	0	0	1
GFPY	68	25	4	1	1	1
TDFC	66	8	10	1	8	7
WTLC	47	25	22	5	0	1
PNDT	72	1	20	3	1	3
TLNM	14	21	37	23	4	1
IFFJ	17	68	5	5	4	1
BDSD	16	66	9	0	1	8
PZKD	32	11	54	1	1	1
AKPE	51	30	11	3	3	2
BGIH	36	13	5	32	4	10
OQHS	92	0	0	7	0	1
LEWA	40	31	5	8	2	14
IXQC	49	35	1	7	6	2
VHPF	2	59	32	2	0	5
JHMN	7	49	33	2	2	7
UAWV	10	0	7	64	15	4
SMDP	59	17	6	5	8	5
GFEH	20	2	37	34	0	7
QUVC	32	19	20	9	9	11
YAFP	13	22	50	1	12	2
XUSB	28	57	12	1	1	1
DNVV	32	17	47	1	2	1
APDV	16	22	59	0	0	3
MQBX	49	3	6	24	1	17
JPNA	23	62	4	3	6	2
QDRY	67	23	2	6	1	1
TBPL	8	90	1	0	0	1
YFAT	70	22	1	4	2	1
LAJI	53	40	3	1	0	3
PNYJ	62	28	5	1	2	2
LYNO	48	43	8	0	0	1
UXKY	74	2	21	2	0	1
EKNT	96	3	0	0	0	1
YOPH	20	24	12	32	7	5
HXNN	42	9	38	7	1	3
TQUW	46	43	10	0	0	1
ZSZT	73	14	12	0	0	1
MNRC	72	0	12	9	6	1
FQZJ	95	1	1	0	0	3
CBCU	29	58	4	2	0	7
RNEZ	54	19	9	5	2	11
TQXT	39	52	8	0	0	1
AQTR	43	39	4	12	1	1
SSFW	79	10	0	8	0	3
SFCO	0	65	3	18	5	9
KIRG	87	6	0	2	2	3
GACM	76	15	4	3	1	1
ZXWK	76	14	7	0	1	2
