Name	TMPQ	KLVF	CPJM	XGUX
JHTE	11	19	28	42
UWYK	5	31	34	30
IWKM	37	18	33	12
IXMJ	50	46	3	1
KYSR	66	29	4	1
NUJV	51	35	9	5
HRGI	11	50	8	31
CPPM	30	11	2	57
JHVP	28	41	12	19
YGTK	45	31	19	5
BBQW	56	1	0	43
GFAK	36	39	7	18
ICEJ	71	26	0	3
NNFF	15	25	22	38
LMYR	0	40	1	59
NZQT	12	3	11	74
BUFX	94	0	3	3
DPAT	64	24	6	6
OKQK	72	17	9	2
TCTJ	21	21	46	12
DNQP	88	0	5	7
TAIF	20	61	5	14
XXXJ	73	13	13	1
OZIK	40	19	12	29
SMOT	83	13	3	1
BKDT	67	1	25	7
KIFN	85	7	6	2
EVZM	78	17	3	2
OHFM	68	5	0	27
NTMJ	97	0	2	1
NUPB	42	10	6	42
RCWO	80	9	5	6
ROGB	99	0	0	1
CYHZ	88	9	2	1
OTEW	18	79	1	2
BKKJ	62	18	17	3
EIYW	68	16	13	3
EFIZ	94	2	1	3
VICO	41	13	4	42
JSRP	51	42	4	3
EVRJ	90	6	3	1
QJCF	26	3	27	44
NVXG	61	10	6	23
CIVF	25	57	14	4
QGHE	64	7	0	29
JQQB	71	14	2	13
ZZID	17	58	21	4
WUJX	59	16	2	23
MWEQ	87	1	0	12
CVAQ	83	6	1	10
FHFX	76	0	2	22
JMBC	5	91	2	2
MXHB	81	17	1	1
TLKV	40	10	43	7
DINI	33	47	13	7
MEZV	37	61	0	2
KCOV	13	23	39	25
YTOA	45	14	18	23
VUBJ	84	4	2	10
EOTS	24	5	70	1
SHFL	94	4	0	2
JVAH	91	2	1	6
OYIW	45	12	28	15
JYMN	72	25	0	3
OVCW	19	51	5	25
MJPN	51	3	20	26
ZACY	0	99	0	1
PKWU	85	4	3	8
ITXF	82	2	13	3
ZYKS	61	0	4	35
PTJY	15	18	25	42
XJPS	92	5	2	1
LGCI	31	58	1	10
PRHS	92	4	0	4
CSFK	97	1	0	2
RMWS	9	88	1	2
JINX	51	43	3	3
SHJH	17	81	1	1
BCGF	60	15	20	5
RJIY	13	82	3	2
TGQF	87	9	0	4
JUUK	73	12	5	10
KVCU	50	0	30	20
KPMM	58	24	12	6
YFYJ	93	5	1	1
BTCH	28	53	13	6
ILVW	92	3	1	4
OFEQ	92	1	2	5
QESH	11	46	18	25
OWAU	65	15	7	13
CAMF	27	66	0	7
DRQR	13	40	18	29
ZUTA	66	19	6	9
OJAE	22	20	43	15
PUBH	1	87	5	7
FRKR	22	24	26	28
NCQZ	5	3	55	37
BHUZ	87	12	0	1
QMBB	64	11	13	12
XOKD	57	40	2	1
DIJL	25	69	0	6
GKFE	23	11	34	32
MGHD	94	5	0	1
EJPO	98	1	0	1
NGWM	9	75	15	1
ZLOQ	2	44	20	34
BVWK	17	2	33	48
HCZQ	0	21	73	6
YTWH	99	0	0	1
EJSD	31	40	14	15
VSNX	48	8	5	39
NTDU	89	2	2	7
DWVC	61	0	0	39
SRJA	0	65	31	4
MEHW	44	50	2	4
KMSN	4	78	7	11
ZSMC	23	38	1	38
MWAS	58	21	2	19
BEXM	51	9	0	40
PWYL	30	52	13	5
KCPO	18	46	26	10
ZXYT	15	73	0	12
HGEW	39	23	13	25
IVAN	61	16	9	14
WNQY	75	7	1	17
TLDK	93	2	0	5
GYSJ	33	0	20	47
PUPX	36	24	2	38
HOAO	15	27	6	52
JHVK	55	41	2	2
UAMM	0	26	3	71
WIEH	40	5	13	42
TAAK	92	0	3	5
XCVU	5	91	3	1
RWZU	8	70	17	5
TDLJ	12	1	35	52
GWHT	22	68	6	4
GVAQ	89	0	9	2
YQRY	29	11	12	48
LFNI	33	28	38	1
XOAU	0	6	62	32
GNAV	8	23	27	42
BYDE	69	28	2	1
MTKV	85	2	10	3
RULX	45	36	6	13
GZVX	0	23	53	24
DQDF	90	8	0	2
GJDQ	51	7	17	25
VPZD	86	12	1	1
SPYQ	59	1	32	8
YHHS	67	4	10	19
CHQY	37	26	14	23
LHGY	50	47	1	2
KWTD	36	7	22	35
BFPH	78	12	3	7
BVYV	2	4	65	29
IJFM	44	10	13	33
HRRC	7	35	32	26
LOOI	1	95	0	4
CBQP	87	1	4	8
MICM	90	7	0	3
NOQY	92	0	5	3
NXFS	16	63	13	8
GJNA	8	58	7	27
HOXO	10	82	6	2
JPQE	64	16	18	2
AXKC	86	4	5	5
ELXS	33	49	3	15
YPMV	9	78	2	11
ZTJV	17	76	1	6
HPNN	28	52	4	16
MDXF	32	44	3	21
CZWU	17	51	13	19
ZDJO	60	27	0	13
DAHR	39	22	33	6
VJEB	2	95	1	2
LOPU	20	5	66	9
TMBA	29	54	5	12
LEZR	4	19	25	52
CQNY	28	21	13	38
QRSE	65	33	1	1
PTUK	61	6	12	21
NFRC	60	21	7	12
EFJZ	77	2	7	14
XCVY	76	14	1	9
VIWQ	82	13	4	1
LEHL	4	91	2	3
KWVR	76	20	1	3
LJEW	83	3	9	5
RYMW	53	11	25	11
XVMU	76	13	8	3
ACOS	16	65	9	10
GZGZ	75	16	3	6
ZRTZ	57	5	29	9
GVON	70	25	2	3
AJXZ	28	52	8	12
HQDR	40	13	20	27
YGWU	58	13	26	3
ESUE	44	53	2	1
GZFM	92	7	0	1
QIAM	93	6	0	1
BPIE	90	3	2	5
PSSC	54	27	16	3
RDVV	77	14	0	9
QYFM	26	15	18	41
XWIQ	33	15	5	47
CLAN	58	20	14	8
GMJJ	36	23	39	2
FEQE	35	44	8	13
RDSQ	15	84	0	1
WKMF	35	48	9	8
RUIE	13	28	21	38
LWCX	83	5	8	4
RRMZ	54	31	6	9
IIXL	49	50	0	1
CXEA	61	16	12	11
KIZF	36	3	14	47
GPTI	64	0	7	29
SZFV	6	12	26	56
MLTQ	33	65	0	2
ZXWF	92	1	1	6
JNTE	62	6	2	30
SDDW	99	0	0	1
XYEO	28	16	51	5
XFOA	8	81	3	8
RWCS	86	13	0	1
LMQL	94	1	3	2
HQUI	78	0	1	21
ZRRQ	90	3	3	4
IEEO	29	54	0	17
GADD	24	75	0	1
MODI	98	0	1	1
PURH	88	2	7	3
ELCZ	60	34	0	6
HMXR	47	37	0	16
PRFN	1	56	20	23
DOHX	16	75	6	3
KMGK	52	15	2	31
PBEQ	12	30	12	46
BFRN	45	30	24	1
CMTW	67	8	1	24
WUBL	97	1	1	1
AQGY	38	59	2	1
QBXX	23	20	3	54
IQKS	33	49	5	13
AMNW	7	1	67	25
HCFD	93	2	0	5
PLOB	58	41	0	1
KWZL	97	2	0	1
DQTQ	66	19	14	1
DSCI	94	1	1	4
YSTH	93	6	0	1
FWQT	74	21	2	3
QOKC	2	18	9	71
MMNH	75	1	10	14
SLTQ	74	3	10	13
EGDB	99	0	0	1
UCXY	75	9	8	8
ERFX	6	21	34	39
GFAE	92	2	2	4
KWCZ	68	4	13	15
HHBA	37	10	36	17
JQIZ	67	30	1	2
TOSR	89	10	0	1
ACWC	52	22	10	16
FUYB	26	4	60	10
KEXR	6	73	18	3
PREG	38	58	2	2
IJIU	14	47	10	29
EEYW	69	9	3	19
VKYK	85	10	1	4
KVZV	20	3	32	45
LSVD	52	35	11	2
KQHD	50	29	5	16
ZYVJ	48	37	11	4
GGVN	26	21	49	4
OIYY	50	43	5	2
MDSE	55	11	14	20
UQHI	9	6	35	50
XEMS	31	44	4	21
LZPG	44	53	2	1
HIEA	71	15	6	8
VDFY	47	17	16	20
POEE	22	40	24	14
EMFE	21	43	1	35
DCXC	29	40	15	16
ICIJ	53	43	0	4
AGUV	31	48	17	4
KLCF	44	12	5	39
VZVN	98	0	1	1
AHVE	77	22	0	1
LVUR	58	23	2	17
GKJX	85	2	9	4
RVWW	34	24	19	23
DNWO	46	23	0	31
ZZRO	73	14	12	1
PHNW	66	0	20	14
OMPD	27	67	2	4
MYIL	59	33	2	6
IYDD	12	10	20	58
LRJD	63	28	0	9
OIZR	36	55	5	4
BGKE	49	33	9	9
AJDD	72	17	3	8
JKSN	87	4	0	9
UGAQ	16	23	56	5
PITF	95	3	0	2
RSYQ	47	40	5	8
IGZX	14	68	3	15
YGEM	52	22	7	19
AKNI	37	36	11	16
AJXT	88	0	8	4
RUXK	57	29	6	8
ZATA	47	39	9	5
BPTL	26	71	1	2
IKHC	18	81	0	1
WBDG	76	12	3	9
MGCY	79	17	0	4
JUIX	83	13	3	1
UEIP	7	2	31	60
JPHK	69	4	3	24
YPTS	22	28	28	22
IQMM	13	55	30	2
QZFJ	20	28	3	49
XUQR	48	48	0	4
QUOC	68	28	1	3
EOEP	41	22	17	20
NVDY	38	24	28	10
QCBM	79	1	1	19
UDAT	42	26	22	10
WYJL	75	13	5	7
KATU	97	1	0	2
ZNTC	54	16	29	1
RNPX	81	6	5	8
LDWZ	92	6	1	1
XTMQ	87	4	2	7
BIRV	47	36	14	3
QHQX	9	64	4	23
LTOY	17	2	79	2
XWVB	82	12	0	6
TGMR	3	74	14	9
FXBI	66	18	12	4
VFCV	6	44	22	28
AYRS	29	17	9	45
LWUQ	97	2	0	1
BEFB	94	3	0	3
VMPN	47	9	1	43
QSFT	23	48	21	8
IUYT	52	21	20	7
BHSR	79	19	1	1
BWUD	92	1	1	6
LCEV	6	12	64	18
EOWT	13	13	53	21
JGHK	11	44	35	10
FXVR	24	18	34	24
VLQI	42	33	22	3
SUYL	31	66	2	1
TVYR	77	1	14	8
QMSV	70	10	4	16
FJDV	88	2	3	7
CFLS	57	36	4	3
MJZU	53	43	1	3
BXAM	17	76	1	6
ZYNS	21	50	14	15
KUQL	76	12	7	5
PNYF	22	76	0	2
CSAE	43	45	1	11
MDJS	26	11	8	55
HXZJ	20	15	5	60
PIJT	40	48	5	7
JBHY	94	0	5	1
FMOU	84	5	10	1
RHSM	37	32	10	21
PYVA	78	1	10	11
KQKA	99	0	0	1
BBTI	8	22	3	67
LLPJ	84	2	12	2
BQGA	29	9	47	15
CLYE	0	36	52	12
VDTW	67	27	3	3
FZEH	26	21	8	45
NGRY	90	5	1	4
ZDZS	54	15	29	2
QVEC	87	2	6	5
HVME	32	21	39	8
RCTA	84	9	4	3
EGFC	77	11	10	2
ATED	49	33	10	8
DAFK	6	54	8	32
KEUP	28	36	11	25
BGRS	72	9	8	11
OYZC	73	19	2	6
BIBV	65	9	13	13
COQU	2	38	46	14
CLNM	98	1	0	1
NMKT	29	9	37	25
BFHI	84	14	0	2
VSTQ	22	60	17	1
RAYS	96	2	0	2
MMQT	19	28	28	25
WQBJ	14	80	0	6
IJLE	48	21	8	23
STWT	75	24	0	1
LMBI	45	7	27	21
TROQ	56	35	8	1
CSHC	84	15	0	1
RMNM	25	14	47	14
STAL	35	45	8	12
DZAR	79	9	6	6
SXNX	60	11	17	12
BPRX	3	45	40	12
AOWF	94	4	0	2
XOFF	10	52	37	1
SGKB	51	39	9	1
PZOR	91	1	5	3
EINI	23	48	3	26
LEMW	63	19	14	4
IISM	70	19	3	8
IHWN	66	26	3	5
OHOA	64	14	16	6
GRWW	95	4	0	1
BXFW	28	14	14	44
RWEF	52	14	28	6
BRUO	83	11	5	1
XYVZ	12	4	7	77
RVQT	75	2	6	17
KRQJ	59	7	30	4
LJVD	9	83	1	7
ABHD	20	29	8	43
YJXE	14	14	0	72
ANLT	19	44	24	13
AEEG	48	50	0	2
OZWA	13	78	5	4
TIQO	74	2	10	14
HTFL	1	89	4	6
WJJX	36	34	0	30
XCXS	38	43	7	12
KADA	25	26	12	37
FVFL	43	11	33	13
KZUM	7	5	62	26
QNDT	36	40	20	4
FTVJ	41	4	48	7
SCLT	55	6	25	14
NDLY	34	18	23	25
DCGI	63	24	9	4
NAGX	71	12	16	1
CKCA	11	74	10	5
WISN	91	0	0	9
JRVA	35	23	3	39
QOBU	42	7	9	42
CFWV	73	18	3	6
TJXG	44	43	3	10
TOUS	59	26	2	13
IKWJ	5	84	4	7
VBGR	70	15	11	4
DVRE	38	41	12	9
IXUX	57	35	7	1
AGBV	47	0	40	13
UZMR	78	21	0	1
IROT	25	34	25	16
SCOF	99	0	0	1
MCLM	6	53	33	8
UEWF	51	1	17	31
WFNP	67	22	0	11
GGEI	37	16	14	33
DNPM	44	42	4	10
XAES	41	7	27	25
MRNT	42	14	37	7
XBQI	89	10	0	1
VHER	30	34	23	13
RGTB	26	5	65	4
EIWG	55	21	18	6
OQOY	2	45	12	41
MZEO	76	0	1	23
SAAC	62	33	4	1
LURE	17	74	6	3
STBI	51	24	6	19
RPTH	2	39	12	47
GONN	4	84	5	7
HVDY	59	38	0	3
WWUW	56	22	16	6
GCFG	52	37	0	11
LHVP	47	31	4	18
FERD	1	26	32	41
XXKX	56	6	30	8
SYLM	88	5	0	7
MHGN	9	34	48	9
OIID	34	62	2	2
SDSO	25	22	18	35
EVIY	64	9	19	8
IKDP	13	15	53	19
XKPX	88	6	2	4
PCUF	20	13	0	67
VSXQ	16	55	8	21
MXOL	12	12	15	61
XFNF	76	21	2	1
TDQJ	72	27	0	1
SNTL	9	64	13	14
RFYZ	51	22	11	16
MBMT	44	9	32	15
XGAL	26	15	5	54
PHGL	69	21	7	3
KVAA	43	39	4	14
ZPFG	44	21	8	27
CEPH	80	17	2	1
HSAV	49	21	3	27
YSOV	76	16	0	8
FLSA	47	24	26	3
RUEV	82	15	1	2
DQEW	79	19	0	2
CAFY	26	9	3	62
XRLR	69	5	22	4
SXHI	43	52	2	3
YVAR	59	24	13	4
BJYZ	77	22	0	1
LNBF	33	57	7	3
CTDD	67	21	5	7
TWOJ	98	1	0	1
EEGR	53	11	30	6
HMSY	17	62	5	16
JFDC	6	75	15	4
BXOX	95	1	1	3
NKPU	47	49	1	3
IUOV	61	37	1	1
GKFM	88	2	4	6
RLGX	70	11	2	17
HSTO	86	7	5	2
CCDS	82	17	0	1
KPHL	84	0	12	4
MIKC	20	70	8	2
ZIWU	56	7	1	36
BUGT	40	0	10	50
HBUB	19	30	13	38
VZMW	36	19	37	8
KIMR	66	32	0	2
UHYG	82	17	0	1
UBSL	98	1	0	1
HQAA	50	29	2	19
JKXF	85	3	8	4
LTCT	5	4	48	43
UWUJ	40	55	0	5
YUKJ	67	21	1	11
SMRE	37	0	25	38
WABZ	75	16	3	6
IPSY	58	26	7	9
TGQC	65	2	14	19
PMVE	56	25	14	5
GKPR	4	11	77	8
VSKQ	28	50	13	9
ESLC	1	61	35	3
GABS	92	7	0	1
NGUE	5	57	1	37
FDGO	51	28	19	2
NFLJ	37	51	5	7
UJCO	96	3	0	1
KNZC	14	54	10	22
MQLF	9	52	37	2
PFNM	4	1	67	28
UQIO	15	70	11	4
WRQC	81	0	15	4
PHLJ	94	3	0	3
PZDH	24	35	7	34
EOBY	77	7	9	7
XQOZ	80	11	5	4
YVDH	56	7	0	37
YCDC	40	40	3	17
QFHX	36	36	18	10
DPEB	67	6	18	9
QWKD	4	40	37	19
EAAR	29	12	15	44
MYVJ	65	14	5	16
LHBL	99	0	0	1
FZGX	96	1	0	3
FTYJ	24	39	17	20
EGGB	39	25	23	13
RIRA	80	8	2	10
PISB	48	44	7	1
BUUI	86	13	0	1
FWAK	87	10	0	3
AVJP	52	8	23	17
QOWE	87	0	7	6
KGHT	67	17	1	15
MLTN	43	22	16	19
MRPX	63	35	1	1
MILY	67	11	9	13
FXEZ	93	4	2	1
PSQF	26	9	34	31
KQCC	78	2	3	17
XGGG	8	2	85	5
YWUZ	17	57	7	19
NPNM	73	18	7	2
YYSJ	83	0	1	16
SJWX	24	20	17	39
RXTV	62	31	4	3
WWFC	43	14	36	7
BOPB	43	16	38	3
HNWG	97	2	0	1
MYCY	41	56	2	1
RUQC	85	2	1	12
CNHK	79	4	11	6
VHVU	98	0	0	2
JWPQ	96	1	1	2
YCEA	30	69	0	1
TYYP	11	74	3	12
APWE	63	21	10	6
RGDL	57	21	6	16
XBMX	73	20	1	6
KCJM	23	22	3	52
IXFW	54	7	13	26
GSLI	86	9	1	4
WBPS	49	2	41	8
WMSJ	8	2	57	33
NMSK	28	43	9	20
JXOA	34	64	1	1
IAOW	5	86	4	5
BUTT	24	16	27	33
LNMM	13	60	20	7
FTYP	9	85	3	3
EASD	7	16	40	37
LDNA	11	9	36	44
SYRA	37	54	8	1
JCOF	27	66	0	7
GPHY	96	0	3	1
UBPE	4	88	7	1
KZLA	59	12	14	15
UHOS	6	55	31	8
YDYU	26	30	8	36
NFBD	7	51	39	3
XBWI	94	5	0	1
CDER	61	23	7	9
ITGX	43	5	43	9
XQJU	51	37	10	2
TJWN	73	15	10	2
FRJD	66	28	4	2
ZTDQ	79	15	1	5
MVGQ	46	5	47	2
KMOL	15	8	25	52
UIEW	4	51	4	41
BWUU	26	1	67	6
XGDS	1	65	9	25
NQXH	46	50	3	1
EVSN	72	13	3	12
LYTT	22	7	29	42
ZMWF	8	5	45	42
GLSD	44	2	13	41
RHPP	60	12	24	4
BBHO	53	32	6	9
HJZU	56	38	3	3
EACJ	87	3	9	1
KZJH	44	54	1	1
REEQ	78	12	9	1
KPRO	36	4	56	4
BSIW	17	57	13	13
GNFS	1	91	5	3
BXGC	73	18	5	4
FVEU	32	43	19	6
LLVN	21	0	25	54
HAKH	27	18	23	32
QYXU	63	10	8	19
RKMQ	40	18	36	6
XECW	5	71	18	6
CJFU	91	2	5	2
XWVL	41	12	27	20
WHAR	36	28	28	8
AJXU	69	14	5	12
WHLF	50	31	9	10
ORZS	94	3	2	1
NQEZ	10	25	4	61
WCER	31	68	0	1
AIZF	87	5	0	8
OKGX	57	2	11	30
PAZL	92	0	3	5
SSVP	17	23	58	2
EGNE	63	16	11	10
JZMB	5	69	25	1
GYBN	23	61	4	12
BEGK	97	1	0	2
QEQS	17	5	29	49
DSSY	59	29	3	9
BMJW	29	38	15	18
TTBY	48	36	1	15
CHUR	88	2	7	3
UWJX	66	19	1	14
GIPQ	6	0	0	94
RXNR	3	82	12	3
LOTR	35	16	1	48
LYHS	48	27	6	19
QZZQ	95	1	2	2
KMHK	69	3	11	17
JGZV	38	54	2	6
HPFH	32	6	50	12
KHXP	48	37	0	15
YOBC	52	15	1	32
CMGR	13	54	1	32
RHWC	64	33	1	2
JUIQ	23	54	22	1
EJVF	39	21	17	23
SYTW	55	13	6	26
DYQE	46	41	9	4
ZBMV	79	14	3	4
TSLH	62	2	33	3
CLLT	27	45	26	2
JCGC	63	5	7	25
VRLU	94	1	0	5
IJJP	64	31	4	1
FHPY	23	19	3	55
NFLE	14	66	12	8
YGTE	54	15	28	3
AANR	80	15	3	2
BBDQ	72	0	4	24
URDK	90	1	2	7
MZPU	47	29	9	15
DPLC	56	0	7	37
HBGL	49	15	16	20
DHOK	77	10	1	12
PPUQ	16	50	18	16
AYWI	21	29	47	3
MSNE	98	1	0	1
PXZK	85	13	0	2
RAJS	9	22	36	33
ARLK	42	37	5	16
DJCH	93	3	2	2
PAGU	46	33	0	21
SUGH	72	4	8	16
XMQD	11	36	24	29
BBUO	34	17	21	28
NWDX	36	46	1	17
ZDXQ	63	19	5	13
WFCS	47	47	1	5
WMEV	9	17	40	34
ZMFD	34	37	5	24
YDKJ	44	14	38	4
JSMM	87	2	2	9
VRWW	37	11	33	19
KYCG	52	26	0	22
RSNH	95	0	4	1
CSIB	63	12	12	13
TRIF	1	34	8	57
UJGZ	39	33	14	14
EHCX	71	26	2	1
AZEX	10	25	48	17
ZNVT	84	2	9	5
HTBN	19	71	8	2
JGIO	52	18	28	2
KGDX	42	47	8	3
REHX	6	36	47	11
VLGO	42	51	6	1
NBKN	2	80	11	7
TWJP	90	7	1	2
HSVK	32	61	4	3
PTPD	49	2	25	24
VCAC	49	4	42	5
FTKK	99	0	0	1
HYIE	60	10	16	14
SKDC	98	0	1	1
HUKN	76	3	19	2
UIMK	69	20	0	11
ZKAI	81	12	2	5
VHYX	79	20	0	1
RXZN	83	16	0	1
YZWF	95	0	2	3
PWTX	60	18	16	6
ZCUE	58	25	8	9
NLQZ	14	70	1	15
LMXW	66	5	0	29
LDCW	64	28	1	7
LFZF	52	15	21	12
UFIG	38	27	15	20
OGGV	20	33	6	41
JWBY	31	50	10	9
ZRIY	82	4	1	13
GQUQ	49	22	19	10
GPPH	69	18	11	2
XVBL	37	4	4	55
JYGF	59	3	31	7
OAIO	19	29	16	36
PMFS	96	1	0	3
GLRQ	14	60	1	25
VGNL	18	0	72	10
RNKX	35	54	7	4
OHSN	22	43	10	25
JWSK	59	39	0	2
NPPL	38	46	11	5
TVCA	35	28	34	3
ZUVP	63	14	15	8
DYCX	14	67	8	11
KUBP	4	75	3	18
XVLZ	8	89	2	1
MPMW	11	31	22	36
BXUZ	55	18	9	18
RMNG	97	0	0	3
ABLI	64	27	0	9
YJQO	43	48	6	3
IQBA	42	4	18	36
WGQM	38	49	3	10
JYSD	70	15	6	9
OBOM	60	13	3	24
ODKD	54	31	5	10
WMFO	18	80	0	2
VVVG	95	4	0	1
KXLS	35	15	38	12
OMOV	75	5	5	15
CFJV	11	79	4	6
MNON	51	12	27	10
GTFQ	51	24	3	22
FZKF	45	32	6	17
ZRSL	75	22	2	1
PMKV	92	0	7	1
KWFV	97	0	0	3
TIEG	72	3	21	4
FYQR	30	13	27	30
WVCT	36	1	41	22
HUUP	37	12	41	10
DFJM	54	0	10	36
IOEA	76	20	1	3
NUEQ	93	3	2	2
ACBQ	1	63	17	19
NJQI	92	0	0	8
THET	18	20	32	30
HXSP	18	22	45	15
AQZL	72	7	1	20
CHWN	35	48	13	4
ENRV	77	6	12	5
NAWT	22	3	55	20
EIAV	37	45	9	9
TRXF	80	0	12	8
ZIGV	49	36	1	14
KBTK	99	0	0	1
QDRN	20	27	49	4
YVSZ	3	26	30	41
WUQZ	26	9	35	30
RQYT	32	43	19	6
HGKJ	72	0	3	25
OFSP	66	23	0	11
MOVM	44	38	9	9
GDLS	87	12	0	1
NTUW	70	4	17	9
OHPI	26	21	15	38
OYJP	42	30	5	23
CCHW	96	1	0	3
DZRW	4	19	4	73
LYSY	55	15	27	3
GGDE	39	14	32	15
ECDL	44	40	6	10
RMZT	89	6	2	3
IYLF	8	21	8	63
AQQW	17	24	48	11
VDSO	1	34	62	3
WNKP	48	33	14	5
LTFR	73	13	13	1
HSZI	0	57	7	36
MMPG	42	34	20	4
JHEW	27	33	18	22
KBPP	59	14	15	12
XLFL	81	16	1	2
LSGA	77	17	2	4
BUIB	3	90	0	7
LBUL	2	47	44	7
QJSK	23	46	17	14
BKVP	71	8	20	1
OXWN	67	1	11	21
GGOO	41	30	13	16
JKZU	40	40	15	5
JOPN	17	68	14	1
KNLI	63	3	29	5
DYYI	43	29	10	18
CEWV	8	10	55	27
ZVVI	61	6	6	27
JGZN	23	28	41	8
TCGU	42	35	5	18
MALZ	16	36	13	35
JTSC	71	9	8	12
RQAA	93	4	2	1
RZVF	14	44	14	28
CPBR	50	22	14	14
UJIL	72	26	1	1
MGKN	4	40	3	53
MFTM	96	1	2	1
BPUA	92	7	0	1
DRLF	87	11	1	1
GROF	71	22	1	6
TKRC	8	25	41	26
KHEO	97	2	0	1
UOLU	0	68	11	21
OZIE	51	8	9	32
OFHG	67	19	4	10
ECXV	65	23	8	4
KGRX	17	11	33	39
CDKS	10	75	2	13
LJYO	9	35	47	9
BWHH	13	38	29	20
MNZJ	0	60	6	34
SRHI	4	72	10	14
CWOO	75	3	16	6
TZGO	29	63	2	6
KJPB	70	26	2	2
PLJC	23	0	54	23
SRGB	63	15	21	1
ATTJ	29	59	8	4
OSUS	70	24	1	5
HRHI	88	9	1	2
LELN	12	3	2	83
IANR	49	17	13	21
QWRK	3	86	0	11
TOKN	18	31	21	30
ZYST	59	20	12	9
OHWE	79	15	1	5
RHBF	49	48	1	2
VQYW	92	3	3	2
QBZY	66	20	4	10
CUXX	83	13	0	4
OUGG	16	70	1	13
HJIR	43	43	2	12
IUXR	6	84	9	1
FWFD	11	77	6	6
NDIR	14	51	8	27
VSPT	59	24	5	12
SRGF	83	3	10	4
AAFT	90	1	3	6
YACB	96	2	1	1
FZAH	16	76	3	5
CHXM	29	43	14	14
FZXH	69	24	3	4
DCXG	47	48	4	1
SNSQ	9	50	19	22
RFYR	27	21	48	4
SHHP	50	40	7	3
AFTG	71	8	1	20
XDBS	98	1	0	1
UFVF	5	4	48	43
TYQK	50	28	9	13
VPQZ	10	15	50	25
HYJJ	27	29	34	10
CXZH	69	16	13	2
BLKL	76	4	5	15
GDWF	70	19	0	11
OKSW	41	41	8	10
HMVU	64	26	6	4
BQDU	2	51	34	13
DGNI	98	0	0	2
UNEO	75	17	4	4
MGKH	83	6	8	3
ZORD	44	34	3	19
MSKR	11	30	23	36
EFNL	32	30	18	20
YQFX	4	12	48	36
KTNE	12	82	0	6
RWFO	76	21	0	3
UTXQ	35	8	18	39
BWWN	96	1	0	3
YLFK	48	31	2	19
ZWMZ	40	14	23	23
JIWO	56	8	5	31
WIGR	99	0	0	1
WRRE	64	4	23	9
KADH	28	14	48	10
XKQY	89	9	1	1
OZYK	9	79	0	12
DZSM	34	48	1	17
FUVT	10	68	20	2
ITHH	0	31	68	1
XPSC	43	37	6	14
RTTO	25	52	6	17
ALUY	45	39	10	6
PVFU	5	71	5	19
GRDC	56	2	9	33
JZKX	7	73	10	10
BBFW	6	63	8	23
HMIO	58	13	8	21
UNHJ	90	0	4	6
BQLS	64	1	22	13
LKAJ	93	1	3	3
TZYZ	8	88	3	1
EUOZ	72	26	1	1
LCNE	71	2	26	1
LTDK	64	23	11	2
CIEQ	16	62	0	22
OJKV	11	44	40	5
WXSX	8	4	85	3
HNFF	7	51	12	30
FUOL	31	5	3	61
MJIO	20	44	32	4
SDIP	57	3	22	18
VLNO	58	37	3	2
UYLC	19	59	7	15
OVKU	42	49	3	6
OKJW	50	3	27	20
JWQN	46	39	5	10
JBWS	19	21	39	21
KXMA	81	10	1	8
HYUD	23	13	18	46
ADRC	81	4	6	9
CUPS	99	0	0	1
TNBG	59	29	1	11
NWWR	51	21	2	26
XVJG	55	3	14	28
YFQJ	4	23	23	50
CXHV	58	39	1	2
LSXQ	45	8	24	23
GVKH	78	7	2	13
ZFML	89	9	1	1
ILWO	48	42	4	6
ZPWX	48	28	10	14
CLPC	91	7	1	1
KGBG	90	1	1	8
RUJR	8	64	4	24
HBCZ	33	8	16	43
FNJH	79	15	5	1
UXIZ	5	16	72	7
EUHO	67	8	7	18
UMGK	84	5	8	3
JNDO	68	12	3	17
SRZC	42	15	38	5
XBSA	52	10	4	34
HUKR	85	14	0	1
BDXY	40	4	22	34
JFKJ	79	16	2	3
CILG	99	0	0	1
LNJI	9	61	3	27
STXV	40	43	11	6
NBEA	19	41	20	20
VHRS	45	35	3	17
MYKW	58	22	12	8
QNQI	39	17	29	15
MMNK	3	79	10	8
GHGU	88	4	4	4
GSPQ	1	91	1	7
UNZV	19	3	71	7
OOSU	22	66	4	8
UDIK	83	10	1	6
QEBS	16	0	33	51
VARJ	36	28	24	12
ZOOV	78	14	5	3
TOZR	51	12	16	21
PGFE	29	0	11	60
IXDA	3	50	34	13
NAKW	41	41	14	4
OUOB	97	1	1	1
QBBR	75	24	0	1
ULFB	44	28	18	10
RLVT	13	85	0	2
NPUC	55	28	0	17
MQDI	49	13	27	11
VCJH	55	22	16	7
OFUZ	18	13	61	8
JTHV	52	31	1	16
MGOF	33	14	16	37
VBTY	23	70	5	2
JLMO	49	25	24	2
JADJ	46	6	5	43
XVMZ	61	24	5	10
WVBF	28	30	31	11
EBAY	24	5	0	71
HVHA	16	12	8	64
FKWW	8	18	68	6
GGZQ	29	33	18	20
QKJF	7	18	15	60
ZCKF	5	10	50	35
ZFYL	48	12	25	15
KFIE	21	65	12	2
UBIY	59	20	13	8
LXVC	94	5	0	1
HLQA	9	29	14	48
BAEV	23	65	2	10
EAAW	37	18	9	36
BBHM	59	39	1	1
HDJN	33	26	3	38
